"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","ProcessName","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"powershell","2","433","2204016103424","95608832","77221888","27288","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -Version 5.1 -s -NoLogo -NoProfile","System.Diagnostics.Process (pwsh)","Microsoft Corporation","1.296875","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Windows PowerShell","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7144","8",,"False","6/6/2023 10:33:44 AM",,"7308",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","27288","27288","77221888","77221888","504672","504672","119705600","119705600","136925184","136925184","2204030509056","712286208","True","Normal","77221888","77221888","3","2",,"System.Diagnostics.ProcessThreadCollection","433","2204016103424","697880576","False",,,,"95608832","95608832",,"System.Diagnostics.ProcessModule (powershell.exe)","00:00:00.3281250","00:00:01.2968750","00:00:00.9687500","powershell","0","","True",,
